integrantes,vinculacion,horas_dedicacion,url,grupo,inicio_vinculacion,fin_vinculacion,posgrade,clasification,articulos,capitulos,libros,softwares,innovaciones,trabajos_dirigidos
JENNY ADRIANA GARCIA PALACIO,Integrante,10; 2; 10; 2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000959553,67; 134,2014-11-01; 2005-06-01, Actual,Maestría/Magister,Sin clasificar,0; 1,0; 0,0; 0,0; 0,0; 0,0; 0
JOHNATAN CORREA LADINO,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000135238,67,2015-01-01, Actual,Técnico,Sin clasificar,0,0,0,0,0,0
JUAN PABLO ARRUBLA VELEZ,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000310247,67,2013-07-01, Actual,Doctorado,Investigador Junior (IJ),0,0,0,0,0,0
JULIAN ENRIQUE LASSO,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001451454,67,2011-07-01, Actual,Maestría/Magister,Investigador Junior (IJ),1,0,1,0,0,0
JULIANA LOZANO BRAVO,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001782030,67,2018-08-01, Actual,Técnico,Sin clasificar,0,0,0,0,0,0
KELLY ANDREA AGUIRRE OSORIO,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000951625,67,2015-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
LINDELIA TAPASCO BATERO,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001643397,67,2019-02-01, Actual,Técnico,Sin clasificar,0,0,0,0,0,0
LUISA FERNANDA OSPINA GRISALES,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001785193,67,2019-08-01, Actual,Técnico,Sin clasificar,0,0,0,0,0,0
MARIA DEL PILAR PULGARIN,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001429879,67,2012-01-01, Actual,Doctorado,Investigador Junior (IJ),1,0,0,0,0,0
MARIA PAULA FRANCO TANGARIFE,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001611517,67,2014-04-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
MARTHA NOHEMI MOLANO FLORES,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000134077,67,2018-08-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
MARTHA YAZMIN VALENCIA VALENCIA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001043277,67,2012-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
SANTIAGO BEDOYA LLANOS,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001783952,67,2020-06-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
STEFANNY SALEMI HERRERA,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000121828,67,2017-05-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
TATIANA MIRANDA ARIAS,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001783461,67,2019-02-01, Actual,Técnico,Sin clasificar,0,0,0,0,0,0
LUZ STELLA CADAVID RODRIGUEZ,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000648183,68,2004-01-01, Actual,Doctorado,Sin clasificar,8,2,0,0,0,68
MARIA VICTORIA PINZON BOTERO,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000017167,68,2004-01-01, Actual,Doctorado,Investigador Junior (IJ),5,1,1,1,0,36
ANGELA LILIANA LEON CIFUENTES,Integrante,16,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001233270,68,2016-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
ANGIE MILADY VARGAS SANCHEZ,Integrante,18,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001673391,68,2018-06-01, Actual,Técnico,Sin clasificar,0,0,0,0,0,0
CARLOS EDUARDO AGUDELO MORALES,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001465651,68,2014-01-01, Actual,Doctorado,Sin clasificar,1,0,0,0,0,0
DORIS YANETH CADAVID RODRIGUEZ,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000512630,68,2016-06-01, Actual,Doctorado,Investigador Senior (IS),2,0,0,0,0,0
JOHN JAIRO LEAL GOMEZ,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000923770,68,2019-07-01, Actual,Maestría/Magister,Investigador Junior (IJ),1,0,1,0,0,0
ROSA CECILIA RUIZ BASTIDAS,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001551339,68,2014-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
EDWIN PALACIO BARCO,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001505408,68,2019-01-01, Actual,Doctorado,Sin clasificar,6,0,0,0,0,0
MARIA ARGENIS BONILLA GOMEZ,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000007706,69,2000-08-01, Actual,Doctorado,Investigador Asociado (I),24,10,4,0,0,44
ADRIAN VASQUEZ AVILA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001411358,69,2010-02-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
ALEJANDRA FRANCO SALDARRIAGA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001173898,69,2012-02-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
ANDREA CAMACHO HENAO,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001378976,69,2009-07-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
ANGELICA MARIA GALLEGO MAYA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001354598,69,2012-02-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
ARGELINA BLANCO TORRES,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000639745,69,2008-01-01, Actual,Doctorado,Investigador Junior (IJ),13,3,1,0,0,0
CARLOS ARTURO NAVAS IANNINI,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001262149,69,2008-01-01, Actual,Técnico,Sin clasificar,0,0,0,0,0,0
CATALINA ZULUAGA RODRIGUEZ,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001378238,69,2011-04-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,1,0,0,0
CINDY CRISTINA LEGUIZAMO PARDO,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001049364,69,2009-03-01, Actual,Maestría/Magister,Sin clasificar,1,0,1,0,0,0
DARIO GERARDO ZAMBRANO CORTES,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001334530,69,2010-04-01, Actual,Maestría/Magister,Sin clasificar,0,0,1,0,0,0
DIONNE PAOLA BALLESTEROS PINTOR,Integrante,8; 8; 8; 8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001376603,69; 472,2010-10-01; 2018-01-01, Actual,Maestría/Magister,Sin clasificar,0; 0,0; 0,0; 0,0; 0,0; 0,0; 3
ELIANA MARTINEZ PACHON,Integrante,9,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000152560,69,2000-08-01, Actual,Doctorado,Investigador Junior (IJ),2,2,0,0,0,0
FRANCISCO FAJARDO GUTIERREZ,Integrante,6; 1; 48; 6; 1; 48; 6; 1; 48,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001017780,69; 143; 782,2011-01-01; 2021-07-01; 2012-01-01, Actual,Maestría/Magister,Sin clasificar,0; 2; 2,0; 1; 5,0; 0; 2,0; 0; 0,0; 0; 0,0; 0; 11
FREDY VARGAS CARDENAS,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001530021,69,2014-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
HEFZI LORENA MEDINA OVALLE,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001653173,69,2018-01-01, Actual,Técnico,Sin clasificar,1,0,0,0,0,0
HOOZ ANGELA MENDIVELSO CHAPARRO,Integrante,10; 10; 10; 10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000170160,69; 109,2000-08-01; 2017-01-01, Actual,Doctorado,Investigador Junior (IJ),0; 0,0; 0,0; 0,0; 0,0; 0,0; 0
JENNYFER INSUASTY TORRES,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001030094,69,2010-07-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
JUAN MANUEL CARVAJALINO FERNANDEZ,Integrante,6; 5; 4; 6; 5; 4; 6; 5; 4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000768014,69; 460; 465,2008-02-01; 2020-01-01; 2010-05-01, Actual,Doctorado,Investigador Junior (IJ),2; 3; 5,0; 0; 1,0; 0; 0,0; 0; 0,0; 0; 0,1; 0; 1
JUAN SEBASTIAN CURACA FIERRO,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001653462,69,2019-01-01, Actual,Técnico,Sin clasificar,1,0,0,0,0,0
KATHERINE YVETTE BARRAGAN FONSECA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001342357,69,2010-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,1,0,0,0
LAURA MARCELA MACHUCA MESA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001381487,69,2009-07-01, Actual,Doctorado,Sin clasificar,0,0,0,0,0,0
LUISA FERNANDA PALACIOS ALDANA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001520138,69,2013-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
MANUELA RESTREPO CHICA,Integrante,6; 0; 6; 0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001173880,69; 549,2012-02-01; 2017-01-01, Actual,Maestría/Magister,Sin clasificar,1; 0,0; 0,0; 0,0; 0,0; 0,0; 0
MARIA CAROLINA BECERRA RIVEROS,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001251244,69,2011-06-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
MARIA DANIELA GUEVARA GUEVARA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001653448,69,2019-01-01, Actual,Técnico,Sin clasificar,1,0,0,0,0,0
MARIA DEL MAR GALLEGO MAHECHA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001471376,69,2014-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
MARIA INES MORENO PALLARES,Integrante,8; 20; 8; 20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001279726,69; 215,2011-02-01; 2008-01-01, Actual,Maestría/Magister,Sin clasificar,1; 3,0; 8,0; 2,0; 0,0; 0,0; 4
NATALIA RUIZ RODGERS,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000221643,69,2002-12-01, Actual,Doctorado,Sin clasificar,0,0,0,0,0,0
NELLY RODRIGUEZ ERASO,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000148474,69,2019-04-01, Actual,Doctorado,Sin clasificar,3,0,0,0,0,4
PABLO ANDRES SEGURA FORERO,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001653040,69,2019-01-01, Actual,Técnico,Sin clasificar,0,0,0,0,0,0
PRISCILLA SAAB VELEZ,Integrante,30,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001378258,69,2010-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,1,0,0,0
SIMON QUINTERO CORZO,Integrante,4; 0; 4; 0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001378512,69; 124,2012-02-01; 2013-01-01, Actual,Maestría/Magister,Sin clasificar,0; 0,0; 0,1; 0,0; 0,0; 0,0; 0
TEDDY GERMAN ANGARITA SIERRA,Integrante,6; 20; 6; 20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000868353,69; 526,2019-01-01; 2008-08-01, Actual,Doctorado,Investigador Junior (IJ),1; 15,0; 9,0; 2,0; 0,0; 0,0; 16
YEISON EDUARDO VEGA GARRIDO,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001512917,69,2020-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
MARCO FIDEL SUAREZ HERRERA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000246107,70,2001-01-01, Actual,Doctorado,Investigador Senior (IS),28,1,0,0,0,28
ANDREA DEL PILAR SANDOVAL ROJAS,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001054139,70,2011-08-01, Actual,Doctorado,Investigador Junior (IJ),7,0,0,0,0,0
JULIANA VALENTINA DIAZ REYES,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001817205,70,2021-01-01, Actual,Técnico,Sin clasificar,0,0,0,0,0,0
OSCAR JAVIER MORENO PIZA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000121312,70,2017-02-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
OSCAR RODRIGUEZ BEJARANO,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000178713,70,2001-01-01, Actual,Doctorado,Sin clasificar,8,0,0,1,0,4
THIERRY LULLE BRUNA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000018783,71,2000-02-01, Actual,Doctorado,Investigador Emérito (IE),26,57,1,0,0,75
AMPARO DE URBINA GONZALEZ,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001192396,71,2009-03-01, Actual,Maestría/Magister,Investigador Junior (IJ),6,21,1,0,0,9
ANGELICA PATRICIA CAMARGO SIERRA,Integrante,4; 1; 4; 1,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000333387,71; 632,2014-02-01; 2018-05-01, Actual,Doctorado,Investigador Asociado (I),1; 0,8; 0,0; 0,0; 0,0; 0,0; 0
CAMILO ARTURO DOMINGUEZ OSSA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000051446,71,2018-01-01, Actual,Doctorado,Sin clasificar,2,1,2,0,0,0
DANIELA SIERRA NAVARRETE,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001664377,71,2022-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
DOLLY CRISTINA PALACIO TAMAYO,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000018805,71,2000-02-01, Actual,Doctorado,Investigador Senior (IS),15,28,2,0,0,39
LUIS LEONARDO GARAVITO GONZALEZ,Integrante,14,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000174823,71,2002-01-01, Actual,Doctorado,Investigador Senior (IS),11,10,1,0,0,13
MARIA CATALINA GARCIA BARON,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000166329,71,2017-01-01, Actual,Maestría/Magister,Investigador Junior (IJ),0,4,0,0,0,8
NADIA ALEJANDRA CORTES QUENGUAN,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001346162,71,2010-03-01, Actual,Maestría/Magister,Sin clasificar,0,1,0,0,0,4
PHILIPPE CHENUT CORREA,Integrante,14,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000609242,71,2008-08-01, Actual,Especialización,Investigador Junior (IJ),2,8,15,0,0,11
MARIA TERESA SALCEDO RESTREPO,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000018333,72,2000-02-01, Actual,Maestría/Magister,Investigador Junior (IJ),6,8,3,0,0,7
MARGARITA CHAVES CHAMORRO,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000017809,72,1998-08-01, Actual,Doctorado,Investigador Junior (IJ),5,14,3,0,0,4
ANDREA MONTOYA VARGAS,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001875721,72,2021-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
ANTONIO OLMOS PINZON,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000121278,72,2020-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
CARLOS ANDRES MEZA RAMIREZ,Integrante,48; 10; 48; 10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001225685,72; 489,2007-06-01; 2008-01-01, Actual,Maestría/Magister,Investigador Junior (IJ),6; 3,5; 2,2; 0,0; 0,0; 0,0; 0
JUAN FELIPE HOYOS GARCIA,Integrante,15,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000251020,72,2002-04-01, Actual,Maestría/Magister,Sin clasificar,1,3,1,0,0,0
JUANA CAMACHO SEGURA,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000686506,72,2006-02-01, Actual,Doctorado,Investigador Junior (IJ),4,7,2,0,0,2
MARIA CLEMENCIA RAMIREZ LAMUS,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000017850,72,1998-01-01, Actual,Doctorado,Sin clasificar,12,22,6,0,0,11
VLADIMIR CARABALLO ACUNA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001128310,72,2021-01-01, Actual,Doctorado,Sin clasificar,1,0,0,0,0,0
JAIME DIAZ GOMEZ,Integrante,10; 10; 10; 10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000109053,73; 339,1996-01-01; 1996-01-01, Actual,Maestría/Magister,Investigador Asociado (I),19; 10,11; 2,3; 1,1; 1,0; 0,52; 9
GABRIEL RICARDO CIFUENTES OSORIO,Integrante,10; 10; 10; 10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000164330,73; 339,2009-01-01; 2009-01-01, Actual,Doctorado,Sin clasificar,15; 9,4; 1,4; 2,0; 0,0; 0,9; 0
CATHERIN DAYANI CARO AVENDANO,Integrante,15,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000036401,73,2018-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,8
CLAUDIA PATRICIA QUEVEDO VARGAS,Integrante,10; 10; 10; 10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000108901,73; 339,2019-01-01; 1996-01-01, Actual,Maestría/Magister,Sin clasificar,11; 7,1; 1,0; 0,0; 0,0; 0,0; 2
DIEGO CAMILO GUIO SANDOVAL,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001380113,73,2014-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,9
HERNAN ALFONSO ARIAS HOLGUIN,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000160334,73,1997-07-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,17
JOSE CASTELLANOS ROZO,Integrante,10; 8; 10; 8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000743151,73; 339,2015-01-01; 2010-02-01, Actual,Doctorado,Sin clasificar,5; 14,0; 1,0; 0,0; 0,0; 0,6; 19
OLGA LUCIA USAQUEN PERILLA,Integrante,10; 10; 10; 10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000164950,73; 339,1998-03-01; 2003-01-01, Actual,Doctorado,Investigador Junior (IJ),2; 5,2; 3,0; 0,0; 1,0; 0,24; 10
SERGIO DAVID TORRES PIRAQUIVE,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000132320,73,2019-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,1,0,0
YADI JOHAIRA RAMOS PARRA,Integrante,15; 10; 15; 10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001477765,73; 339,2018-01-01; 2018-01-01, Actual,Maestría/Magister,Sin clasificar,1; 0,0; 0,0; 0,0; 0,0; 0,7; 1
JUAN CARLOS GARCIA LOPEZ,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000004278,74,1993-01-01, Actual,Doctorado,Sin clasificar,7,4,3,0,0,0
SIAVOSH SADEGHIAN KHALAJABADI,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000153222,74,1999-03-01, Actual,Doctorado,Sin clasificar,30,4,1,1,0,6
ANDRES FELIPE LEON BURGOS,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001626138,74,2019-04-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
CARLOS GONZALO MEJIA MEJIA,Integrante,20; 5; 20; 5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000003433,74; 393,2007-10-01; 2019-01-01, Actual,Maestría/Magister,Sin clasificar,2; 0,2; 1,0; 0,0; 0,0; 0,0; 0
CAROLINA RAMIREZ CARABALI,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001472494,74,2016-03-01, Actual,Maestría/Magister,Sin clasificar,1,0,2,0,0,0
ESTHER CECILIA MONTOYA RESTREPO,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000003654,74,1996-01-01, Actual,Maestría/Magister,Sin clasificar,22,0,0,0,0,2
FRANCISCO FERNANDO FARFAN VALENCIA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000004227,74,2000-06-01, Actual,Maestría/Magister,Sin clasificar,13,4,1,0,0,4
HERNAN DARIO MENZA FRANCO,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000469793,74,2007-09-01, Actual,Maestría/Magister,Sin clasificar,2,2,0,0,0,0
HERNAN GONZALEZ OSORIO,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000151041,74,2004-01-01, Actual,Doctorado,Investigador Junior (IJ),6,4,0,0,0,1
HERNANDO DUQUE ORREGO,Integrante,24,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000004197,74,1996-01-01, Actual,Maestría/Magister,Sin clasificar,4,0,1,0,0,0
